metodo,butterworth,suavizado,ventana_s,shift_s,n_celdas,Pearson,Spearman,MAE_dB,RMSE_dB,bias_rec_menos_fa_dB
welch,False,ewm_alpha,1,12,117660,0.4827433070745238,0.4180876908266449,7.499553357827535,9.912662765400489,3.9392327815086814
welch,False,ewm_alpha,1,13,117600,0.49095008937438933,0.42722658539654573,7.463148762122573,9.87369714984114,3.944886375331044
welch,False,ewm_alpha,1,14,117540,0.49946297241393206,0.4355697289522806,7.421183206851541,9.81579296421202,3.9389495504070893
welch,False,ewm_alpha,1,15,117480,0.5062290069583403,0.4422138109581604,7.386642103673774,9.766967913190449,3.9331822656279964
welch,False,ewm_alpha,1,16,117420,0.5126350219582736,0.4487861097363023,7.362731820444677,9.731688246120235,3.9415404686445763
welch,False,ewm_alpha,1,17,117360,0.5174702040479088,0.453601078166043,7.346684259099721,9.706390786559957,3.9502868821564676
welch,False,ewm_alpha,1,18,117300,0.5221728097010864,0.4581525783993042,7.330068969727,9.68097543699166,3.9555474197993625
welch,False,ewm_alpha,1,19,117240,0.5288490736918624,0.46277770219931214,7.305477458344197,9.628851050532163,3.9462373885242386
welch,False,ewm_alpha,1,20,117180,0.5295335276208104,0.4629168039572742,7.3011804356430225,9.619956728183006,3.947861599605965
welch,False,ewm_alpha,1,21,117120,0.5292552166601175,0.4626004905738561,7.300619750913493,9.611918528405507,3.963802939134865
welch,False,ewm_alpha,1,22,117060,0.5282866089492215,0.46077547139555475,7.301202374155852,9.607457459149542,3.9757616171623456
welch,False,ewm_alpha,1,23,117000,0.524564253860437,0.4580231582794423,7.31668204993228,9.63759222043842,4.001761831831423
welch,False,ewm_alpha,1,24,116940,0.5261830582469134,0.4577384110603332,7.308314807187664,9.60432531016395,3.9932869992818794
welch,False,ewm_alpha,1,25,116880,0.5248762602659758,0.45592185839894034,7.323807821008302,9.617008531907677,3.997371713510054
welch,False,ewm_alpha,1,26,116820,0.5225967132779319,0.4532936673996012,7.335676992449349,9.622805166225465,4.016637417805186
welch,False,ewm_alpha,1,27,116760,0.5201568276675271,0.4498665382846072,7.355509987811483,9.638945171604524,4.025025715165758
welch,False,ewm_alpha,1,28,116700,0.5140537621991496,0.4446219833341913,7.389520406558309,9.687770596002084,4.047172531790975
welch,False,ewm_alpha,1,29,116640,0.5137134208791386,0.44254441114162746,7.407215745672954,9.692151641035375,4.035404428180556
welch,False,ewm_alpha,1,30,116580,0.5114185970673089,0.440003663958461,7.424725632164486,9.70836954734594,4.016110306264232
welch,False,ewm_alpha,5,0,118380,0.5624878643365953,0.4795970399331264,5.513897530276051,7.62772948748853,3.8964673279573567
welch,False,ewm_alpha,5,1,118320,0.5683863379966585,0.48793913991519816,5.47913464472238,7.593912031905646,3.8932814147392576
welch,False,ewm_alpha,5,2,118260,0.5746824140620048,0.49696511463656384,5.441925519797877,7.559510132283555,3.891949048742121
welch,False,ewm_alpha,5,3,118200,0.5818551372241075,0.5070856668418812,5.39986804877174,7.519457353727392,3.892202563173607
welch,False,ewm_alpha,5,4,118140,0.5902150804715406,0.5186345698917989,5.353034542273302,7.474214693801275,3.8946351792092573
welch,False,ewm_alpha,5,5,118080,0.5992102577178953,0.5311587528173054,5.304166568348537,7.429117712236295,3.900373280830521
welch,False,ewm_alpha,5,6,118020,0.608506241258489,0.5439822093856629,5.252408110047008,7.379972839073493,3.9045754993100763
welch,False,ewm_alpha,5,7,117960,0.6176924142942729,0.5565468192110875,5.202267308845567,7.3310043476284825,3.909002468208631
welch,False,ewm_alpha,5,8,117900,0.6269685807777223,0.5689321566360541,5.151535037440775,7.2786348443389075,3.9112103540809944
welch,False,ewm_alpha,5,9,117840,0.636113473110002,0.5808545591557002,5.1057030889181405,7.2285615949712065,3.9159600378507116
