registro,modo,lado,metodo,bandwidth_B,SpSmooth_s,shift_s,n,Pearson,MAE,RMSE,bias
L05141322,bilateral,izquierda,Welch,,30,25,151500,0.8943791140242452,2.255674953168306,2.9946156199436866,0.5284368266876692
L05141322,bilateral,izquierda,Welch,,30,26,151380,0.8913683188727718,2.290289264418887,3.0354099777090906,0.52892508021456
L05141322,bilateral,izquierda,Welch,,30,27,151260,0.8884352411005872,2.3233513341380023,3.0746399899565686,0.529531585594176
L05141322,bilateral,izquierda,Welch,,30,28,151140,0.8855889589776438,2.3548653521885665,3.1122084840803943,0.530149538543062
L05141322,bilateral,izquierda,Welch,,30,29,151020,0.8828373326402067,2.384941112469435,3.1480970446915157,0.5308214700503912
L05141322,bilateral,izquierda,Welch,,30,30,150900,0.8801855022948556,2.413717401554969,3.1823168367984636,0.5315752409299096
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,0,154500,0.9164360932881406,3.819780931798307,4.341059839435434,3.531543434451333
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,1,154380,0.9177237315763938,3.81878322311015,4.330976318692102,3.5323104196245914
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,2,154260,0.918834710167554,3.8184759542631213,4.322313574798261,3.5330802002519506
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,3,154140,0.9197602214584399,3.8188154490035804,4.315164094916135,3.5338676309748216
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,4,154020,0.9204871729253609,3.819832323682882,4.30965644763778,3.5346899006662014
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,5,153900,0.9209823445480365,3.8214339305112817,4.306082140085323,3.535555450928869
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,6,153780,0.9212141767127722,3.8237335160523926,4.304705049423048,3.5364550672779185
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,7,153660,0.9211717179360147,3.8267694081376793,4.305619322059736,3.537387683064981
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,8,153540,0.9208493386333609,3.830497099016609,4.308807844717415,3.538273320104516
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,9,153420,0.9202496449881025,3.835026428785982,4.314228592869077,3.539090966342603
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,10,153300,0.9193809612800283,3.8404583253528615,4.321849506023651,3.539893049190396
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,11,153180,0.9182491027979636,3.846644312339639,4.331533304169017,3.540578398426824
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,12,153060,0.9168640734686464,3.8536266183020222,4.343229533407666,3.541198797122779
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,13,152940,0.9152382157297182,3.8613938512596824,4.356736098087958,3.5416458278657474
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,14,152820,0.913396497904158,3.8700037262699913,4.3719165959613004,3.542028633193639
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,15,152700,0.9113633850238133,3.879473390161099,4.388585167255586,3.54238808260044
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,16,152580,0.9091641448348237,3.889522244802419,4.406518987786593,3.542722952036782
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,17,152460,0.9068227386613826,3.900113861671615,4.425488926718139,3.543006949282382
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,18,152340,0.9043623690036393,3.9112065228666273,4.445319359678582,3.5432736691760667
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,19,152220,0.901807701202118,3.922802680270189,4.465830081967865,3.5435640510688446
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,20,152100,0.8991792568462736,3.934769546066822,4.486867088166967,3.543906169322391
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,21,151980,0.8964952069450335,3.94698491161246,4.508262081497887,3.544278111076855
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,22,151860,0.893774361180455,3.959387007695694,4.529886361231125,3.5447092763324166
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,23,151740,0.8910289874426088,3.9719054125208877,4.551621950619047,3.5451748574397444
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,24,151620,0.8882764910881443,3.9845016360184324,4.573338946799447,3.5456844952384583
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,25,151500,0.8855337464914748,3.997026236876618,4.594844562994492,3.5461610145392704
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,26,151380,0.8828153261939096,4.009426865039735,4.616074648737425,3.546665378932936
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,27,151260,0.8801392907028137,4.021590359509918,4.636938989700642,3.547257442018171
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,28,151140,0.8775187231522943,4.033476367882216,4.657315228593863,3.5479030301443193
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,29,151020,0.8749643324295278,4.0450754143205145,4.677147015488204,3.5486249463415978
L05141322,bilateral,izquierda,CWT Morlet,0.5,30,30,150900,0.8724820154012642,4.056435699260305,4.696395730693497,3.549419104428538
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,0,154500,0.9258511023413781,3.1406886213399017,3.680864864983146,2.8066846654354918
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,1,154380,0.9270984717738531,3.13803853943346,3.6687668683594876,2.8073695995149257
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,2,154260,0.9281646724648278,3.1362670760885822,3.658451936953924,2.8080698009708818
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,3,154140,0.9290409807507622,3.135511303893465,3.6500259462834617,2.808789554236051
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,4,154020,0.9297134348308749,3.1357579299055476,3.643653753022654,2.809542984214486
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,5,153900,0.9301448114364728,3.1369685498709727,3.6397345037855895,2.810341633901329
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,6,153780,0.9303008229336961,3.1393696640773565,3.6386171949005703,2.811170648024552
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,7,153660,0.9301707739931865,3.1429173858782473,3.6404163749157883,2.81203229564055
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,8,153540,0.9297507635520915,3.1475774020859273,3.6451101002732447,2.812849266616712
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,9,153420,0.9290454259271889,3.1533751798659075,3.65262569475197,2.8135997116056024
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,10,153300,0.9280651309082928,3.1604490396843654,3.6628798336826756,2.8143314081835866
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,11,153180,0.9268182194698557,3.1687219954825223,3.675705732526309,2.8149610255430337
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,12,153060,0.9253161477568562,3.1782315216737778,3.6909936108886034,2.8155253467297356
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,13,152940,0.9235728670672864,3.1889561037582133,3.708500617141159,2.815926429940925
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,14,152820,0.9216146540341302,3.200811543209894,3.7280092842081625,2.8162644113647795
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,15,152700,0.9194669314592853,3.2135082046563923,3.749269306531195,2.816584251810371
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,16,152580,0.9171555649992137,3.2268884167753398,3.772002844647014,2.8168935567403457
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,17,152460,0.9147049156715606,3.241037921226014,3.7959249802748785,2.8171634959888308
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,18,152340,0.9121381956295224,3.2558142467516458,3.820810254865714,2.8174262740369063
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,19,152220,0.9094792642824737,3.2712182211531005,3.846430313243964,2.81771221895604
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,20,152100,0.9067488089252864,3.287046328860963,3.8725859561958194,2.8180417745760273
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,21,151980,0.9039651913561998,3.303239291357605,3.8990813362097247,2.81840004715585
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,22,151860,0.9011464098735774,3.319566080893727,3.9257561340251255,2.818805245973424
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,23,151740,0.8983059841306501,3.3360451501383728,3.9524738194763023,2.8192493468206785
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,24,151620,0.89546110651021,3.352672011160392,3.9790795481413364,2.8197401821326395
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,25,151500,0.8926284440342954,3.3693641845254985,4.005375354742803,2.820218926672332
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,26,151380,0.8898218296719939,3.3859641409648358,4.031275032932047,2.8207335982838884
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,27,151260,0.8870581200984035,3.402323912452588,4.056671456473916,2.821338620428417
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,28,151140,0.8843505092040189,3.4184237901772154,4.0814308230608605,2.821999852477864
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,29,151020,0.8817097434572616,3.4340899053939555,4.105487143692382,2.8227409747137533
L05141322,bilateral,izquierda,CWT Morlet,1.5,30,30,150900,0.8791412619382656,3.4494587278254945,4.128800742695847,2.823552419831156
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,0,154500,0.928932178148849,2.9537512671675277,3.504350575930296,2.614496157598928
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,1,154380,0.9302220209266115,2.95049749365601,3.491083339494525,2.6151738925619394
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,2,154260,0.9313288950590787,2.948173020443634,3.4797135500265464,2.6158693331065224
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,3,154140,0.9322441132613293,2.946813072860765,3.4703544572915854,2.6165856769643705
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,4,154020,0.9329528590297135,2.946510657264543,3.463189877249555,2.6173350871807615
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,5,153900,0.9334143516256377,2.947460328516272,3.4586825847119522,2.6181305170176805
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,6,153780,0.9335915523505677,2.9497319076668065,3.4572311528601904,2.618953506358053
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,7,153660,0.9334732550186065,2.9532492359492006,3.4589638708856048,2.6198074068631163
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,8,153540,0.9330561674958807,2.958034152046436,3.4638574402609392,2.6206179549222197
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,9,153420,0.9323460968719388,2.9641795326101916,3.471823857777747,2.6213656214885015
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,10,153300,0.9313543907003873,2.9718035387705823,3.4827576478043096,2.6220964610031072
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,11,153180,0.9300905969148071,2.9808073348977735,3.4964748353582524,2.62273252608294
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,12,153060,0.9285672443745301,2.991236669779609,3.512835596229318,2.623302743709661
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,13,152940,0.9267992296496975,3.0030712248493603,3.5315791794940257,2.6237153982448373
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,14,152820,0.9248130627763705,3.016051912901831,3.552457055789594,2.6240620169067363
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,15,152700,0.9226346383272371,3.0299073204105746,3.575194282733386,2.62438860664926
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,16,152580,0.920290260864859,3.0446193319481916,3.599492516084085,2.624707296024396
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,17,152460,0.9178048763092646,3.0602029176258165,3.625045002217689,2.6249906658144506
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,18,152340,0.9152022972999448,3.076467179383109,3.651602217416963,2.6252684998398257
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,19,152220,0.9125062831714005,3.0931946156265897,3.678920015646535,2.625569180467687
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,20,152100,0.9097375180077055,3.110348495934419,3.706784377400385,2.6259099876574994
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,21,151980,0.9069144234866535,3.127821531191825,3.7349903085792646,2.6262776448513994
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,22,151860,0.9040551452917965,3.1455145688557997,3.7633659140186886,2.626689499625836
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,23,151740,0.9011738994539437,3.1634329021604866,3.791765104953797,2.627141967254911
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,24,151620,0.8982877240750259,3.1815623425466204,3.8200248709580236,2.6276399877013707
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,25,151500,0.8954134516600903,3.199653302264048,3.8479453454569557,2.628131169969286
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,26,151380,0.8925645354078715,3.2177405405095505,3.875435412704805,2.628659625261687
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,27,151260,0.8897573667707744,3.235730545019412,3.9023849014199294,2.629278556997829
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,28,151140,0.8870051104406529,3.2535274165785015,3.928658944613905,2.6299553174124455
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,29,151020,0.8843181978659417,3.2708130343808075,3.954191181409277,2.630712392454911
L05141322,bilateral,izquierda,CWT Morlet,3.0,30,30,150900,0.8817016845373876,3.2876764349097862,3.978945215022246,2.631539892306886
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,0,154500,0.9312332450056343,2.807315079452034,3.37116417522227,2.467498738695992
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,1,154380,0.9325764219726106,2.803238012255802,3.356678082949978,2.4681760742331615
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,2,154260,0.9337355039709242,2.8001968612958805,3.3441800102786585,2.468871418466211
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,3,154140,0.9347021305504183,2.798217632574785,3.3337863632043403,2.4695862698099527
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,4,154020,0.93546076159046,2.7973777425776105,3.325701028257609,2.470334027055513
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,5,153900,0.9359665658966054,2.797821230588246,3.320457116852874,2.4711293508787855
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,6,153780,0.9361794348434392,2.7997278112699386,3.318507071465351,2.471950183584306
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,7,153660,0.9360875249225418,2.803231009259207,3.3199937354901854,2.4727997268196895
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,8,153540,0.9356882424649484,2.808282674343494,3.324891628925311,2.47360782431991
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,9,153420,0.9349884936919206,2.814768591539707,3.3330973378176854,2.4743565395166414
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,10,153300,0.9340001269392482,2.82289260489926,3.344486583644186,2.4750869808114646
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,11,153180,0.932734087993766,2.8325215922962372,3.3588575013057818,2.475729279602716
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,12,153060,0.9312041382087238,2.8436960810042895,3.3760387131306433,2.476304397297159
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,13,152940,0.9294265480749737,2.856254322164518,3.395748916511748,2.476729577450083
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,14,152820,0.9274277257883549,2.870152628036944,3.4177135494138096,2.477085946109204
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,15,152700,0.925233809497112,2.8851044129249668,3.441636843502555,2.4774197366221022
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,16,152580,0.9228712129063932,2.9012565150478227,3.467203635342686,2.4777454617773933
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,17,152460,0.9203652722408787,2.9183601737931846,3.494089961428234,2.4780388972725813
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,18,152340,0.9177403672252278,2.9361297650543623,3.5220229619850687,2.4783259759488345
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,19,152220,0.9150203758663407,2.954398367561871,3.5507444244954227,2.4786358617274105
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,20,152100,0.9122264642538498,2.9729690053615356,3.5800235114442946,2.478984536671512
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,21,151980,0.9093775361908651,2.991702902063897,3.6096450187402014,2.4793630491816065
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,22,151860,0.9064916320022044,3.0106014601223805,3.63942892839186,2.4797872590560206
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,23,151740,0.9035831748078711,3.0298939908825546,3.669223056764498,2.48025558230827
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,24,151620,0.9006691069522339,3.0494771748219454,3.6988545096744043,2.4807669624403657
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,25,151500,0.8977663402647,3.0690340292928724,3.7281227939796557,2.4812749964506913
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,26,151380,0.8948881490564803,3.0886021670168105,3.756932084223444,2.4818211683277074
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,27,151260,0.8920501247362742,3.1081616293424257,3.7851733765326183,2.4824567348604902
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,28,151140,0.889264961345892,3.127333003282983,3.8127156297651297,2.483150826564209
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,29,151020,0.8865423579242452,3.1460197727717985,3.839496028448648,2.483923778142667
L05141322,bilateral,izquierda,CWT Morlet,6.0,30,30,150900,0.8838869569399284,3.1641254499471887,3.8654815614716016,2.484765086498297
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,0,154500,0.9324071042035316,2.671901286742786,3.257950714663208,2.3279713411907013
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,1,154380,0.9338055865826538,2.666876420899762,3.24218745774468,2.3286697928706728
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,2,154260,0.9350195881924414,2.662994975872985,3.228494419762143,2.3293877459470007
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,3,154140,0.9360406507300035,2.660316759494138,3.2169936257659044,2.330121464398762
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,4,154020,0.9368524135003411,2.658844706250662,3.2079100972729115,2.3308832175611065
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,5,153900,0.9374060621260731,2.6588887128940626,3.2018539094749756,2.3316929986601185
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,6,153780,0.9376583407811787,2.660574201524724,3.1993386086713693,2.332528002507997
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,7,153660,0.9375966530519638,2.663877876337187,3.2005222043944737,2.3333886668017962
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,8,153540,0.9372193491311935,2.6689616903980395,3.205375993817768,2.3342118361855144
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,9,153420,0.9365342842951887,2.6758270885549544,3.2137801061018925,2.334978710700778
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,10,153300,0.9355536692905317,2.6844287274277767,3.225590798419651,2.3357232520585423
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,11,153180,0.9342897509573591,2.6946935663379192,3.24058919768384,2.336385859980109
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,12,153060,0.9327574301870679,2.706878650657863,3.2585704350224782,2.3369780214322016
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,13,152940,0.9309744439253907,2.720679203032397,3.279231229834204,2.3374284484849825
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,14,152820,0.9289673397461897,2.735905434185988,3.3022695178709904,2.3378098712468716
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,15,152700,0.926762448968302,2.7525527028527588,3.32736676452662,2.3381665579188358
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,16,152580,0.9243860779890161,2.7703004044392303,3.354190464989339,2.3385122632742976
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,17,152460,0.9218641510230877,2.7889758414251147,3.3823974997581736,2.3388275338823545
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,18,152340,0.9192215786797279,2.8083111329249872,3.4116931762749725,2.339136562619721
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,19,152220,0.9164825744783993,2.8281535894165106,3.4418030254470686,2.3394698333966484
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,20,152100,0.9136684285428994,2.8483835704561855,3.472481647835622,2.3398400456295847
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,21,151980,0.9107984139407526,2.868743619619084,3.50350519921783,2.340243763823468
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,22,151860,0.9078903798657287,2.8893682224234163,3.5346852473496257,2.340693773736351
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,23,151740,0.9049586022283922,2.9102891404522357,3.565864730272226,2.341187707557716
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,24,151620,0.902020198567831,2.93137382356136,3.5968608192376363,2.341722191746558
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,25,151500,0.8990921053396119,2.9524019347440764,3.6274746642368854,2.3422595182556307
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,26,151380,0.8961876326311498,2.973341858257002,3.6576043042515276,2.342838921033981
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,27,151260,0.8933216457971344,2.9941610657912907,3.687138952529056,2.3435058844806536
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,28,151140,0.8905061365908333,3.0146964813759487,3.715952620958492,2.34422940337661
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,29,151020,0.88775020405547,3.0348341222765995,3.743985859013682,2.345028225562028
L05141322,bilateral,izquierda,CWT Morlet,12.0,30,30,150900,0.8850583788751717,3.05451834575316,3.771206110842649,2.3458910659344423
L05141322,bilateral,derecha,Welch,,30,0,161040,0.9405977016434044,1.8166961429751456,2.4781902377831146,0.8731254355786093
L05141322,bilateral,derecha,Welch,,30,1,160980,0.9419321958913252,1.7960021513726283,2.453834145835901,0.8732855723791085
L05141322,bilateral,derecha,Welch,,30,2,160920,0.9430854542321359,1.7779929296436636,2.4325790547069848,0.8734132738062854
L05141322,bilateral,derecha,Welch,,30,3,160860,0.9440517781444672,1.7631080019701721,2.41458478135869,0.8734228821551354
L05141322,bilateral,derecha,Welch,,30,4,160800,0.9448188940972985,1.7516210763211748,2.400184062757839,0.8733749248798868
L05141322,bilateral,derecha,Welch,,30,5,160740,0.9453197356916044,1.7455300179579591,2.3907502449636877,0.8733626168999079
L05141322,bilateral,derecha,Welch,,30,6,160680,0.9455019804111384,1.7460166524941534,2.3873098106487904,0.8733433988306385
L05141322,bilateral,derecha,Welch,,30,7,160620,0.945357464398308,1.7531507811446052,2.3900341751231613,0.8732911363670612
L05141322,bilateral,derecha,Welch,,30,8,160560,0.9448900802714404,1.766003015528368,2.3988128381758824,0.8732046819212439
L05141322,bilateral,derecha,Welch,,30,9,160500,0.9441131035990677,1.7839848975682358,2.413352538359371,0.8731097515821737
L05141322,bilateral,derecha,Welch,,30,10,160440,0.9430433423882911,1.8068768791485998,2.433240121611814,0.8730193625408772
L05141322,bilateral,derecha,Welch,,30,11,160380,0.941697178656079,1.833923615157221,2.458000256956313,0.8728234456001194
L05141322,bilateral,derecha,Welch,,30,12,160320,0.9400953046981524,1.8641989652420983,2.487128007433727,0.8725585269003578
L05141322,bilateral,derecha,Welch,,30,13,160260,0.9382614931165143,1.897175686741204,2.5200241786050066,0.8721946567704909
L05141322,bilateral,derecha,Welch,,30,14,160200,0.9362212474819123,1.9321065978450822,2.5561443430939517,0.8718151003818194
L05141322,bilateral,derecha,Welch,,30,15,160140,0.9340004284661152,1.9685637475801672,2.5948927109045092,0.8714169122949209
L05141322,bilateral,derecha,Welch,,30,16,160080,0.9316244460120006,2.005924532668831,2.6357230298341983,0.8710208656936974
L05141322,bilateral,derecha,Welch,,30,17,160020,0.9291162320136149,2.043911742754536,2.678155036339646,0.8706349976365697
L05141322,bilateral,derecha,Welch,,30,18,159960,0.9264986146617226,2.0820848349174454,2.7217195599063855,0.8702146984698841
L05141322,bilateral,derecha,Welch,,30,19,159900,0.9237950721661844,2.120716896904514,2.7660082494269878,0.8698275550674167
L05141322,bilateral,derecha,Welch,,30,20,159840,0.9210267087262735,2.1594171065745114,2.8106352586681713,0.8694504252569829
L05141322,bilateral,derecha,Welch,,30,21,159780,0.9182158712114474,2.1980864791660513,2.855226349470554,0.8690819463398763
L05141322,bilateral,derecha,Welch,,30,22,159720,0.9153828539477407,2.2361921522213235,2.899497935678414,0.8688053171996531
L05141322,bilateral,derecha,Welch,,30,23,159660,0.9125443597115157,2.2734963345775756,2.943174305365173,0.8685388363047173
L05141322,bilateral,derecha,Welch,,30,24,159600,0.9097161425490374,2.309724894109383,2.9860975460206323,0.868405819099855
L05141322,bilateral,derecha,Welch,,30,25,159540,0.9069067966308193,2.3449069171620334,3.028096065691124,0.8682468765408204
L05141322,bilateral,derecha,Welch,,30,26,159480,0.9041266567432319,2.3792610943147077,3.0690646665492585,0.8680547661575276
L05141322,bilateral,derecha,Welch,,30,27,159420,0.9013854919807254,2.4125633832495286,3.1089080136117855,0.8678523237149331
L05141322,bilateral,derecha,Welch,,30,28,159360,0.898692106876791,2.4447059182304796,3.147545418972838,0.8676268428381871
L05141322,bilateral,derecha,Welch,,30,29,159300,0.8960561919236636,2.4757998296432198,3.184875582286752,0.8673951295485569
L05141322,bilateral,derecha,Welch,,30,30,159240,0.8934852754402323,2.505687380341474,3.2208606369841966,0.8671630359018236
L05141322,bilateral,derecha,CWT Morlet,0.5,30,0,161040,0.9226781890204506,4.2217034450943824,4.7391545349318465,3.975200972321562
L05141322,bilateral,derecha,CWT Morlet,0.5,30,1,160980,0.9238890375120657,4.220511606225072,4.72933770873136,3.975397623030822
L05141322,bilateral,derecha,CWT Morlet,0.5,30,2,160920,0.9249249337572512,4.219795166835924,4.720904422141479,3.9755493461015843
L05141322,bilateral,derecha,CWT Morlet,0.5,30,3,160860,0.9257778222658913,4.219423964491331,4.713883307173869,3.975601244597782
L05141322,bilateral,derecha,CWT Morlet,0.5,30,4,160800,0.926435723542244,4.2194160193596435,4.708424359601969,3.9756065833944
L05141322,bilateral,derecha,CWT Morlet,0.5,30,5,160740,0.9268706401292609,4.220032519369811,4.704820667661901,3.9756329160448076
L05141322,bilateral,derecha,CWT Morlet,0.5,30,6,160680,0.9270606945082718,4.221188751458897,4.703235662077453,3.9756546488297557
L05141322,bilateral,derecha,CWT Morlet,0.5,30,7,160620,0.9269987206992072,4.222857651565176,4.703711121876565,3.9756482174285397
L05141322,bilateral,derecha,CWT Morlet,0.5,30,8,160560,0.9266849828222695,4.224946221858257,4.706227662983109,3.9755911351315882
L05141322,bilateral,derecha,CWT Morlet,0.5,30,9,160500,0.9261248826256108,4.227573308561087,4.71077073877241,3.975525864580286
L05141322,bilateral,derecha,CWT Morlet,0.5,30,10,160440,0.9253261118199595,4.230652201926937,4.717251086631342,3.975427731466514
L05141322,bilateral,derecha,CWT Morlet,0.5,30,11,160380,0.924297435764603,4.234142106672993,4.7255354877794815,3.9752313894573654
L05141322,bilateral,derecha,CWT Morlet,0.5,30,12,160320,0.923050703008132,4.238045079539116,4.735553045423971,3.9749785200549113
L05141322,bilateral,derecha,CWT Morlet,0.5,30,13,160260,0.921601981263416,4.2425910419113455,4.7471252890599995,3.9746252905194925
L05141322,bilateral,derecha,CWT Morlet,0.5,30,14,160200,0.9199684799918387,4.247835126771471,4.760162170639736,3.9742498450135897
L05141322,bilateral,derecha,CWT Morlet,0.5,30,15,160140,0.9181698792108179,4.253676547081891,4.7744776175314545,3.973835140288742
